Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Life expectancy 
2002.0,14.0,0.0,11.34,4801.546125,60.6,32.0,53.3,0.0,98.0,9.33,98.0,0.1,33228.69291,5375931.0,1.2,1.0,0.875,16.6,77.0
2001.0,12.0,0.0,11.56,530.4832336,77.8,11.0,52.8,0.0,97.0,9.1,97.0,0.1,3751.64946,5358783.0,1.3,1.0,0.862,16.2,77.0
2000.0,12.0,0.0,11.69,508.7496912,77.8,14.0,52.2,0.0,97.0,8.7,97.0,0.1,3743.55917,5339616.0,1.3,1.0,0.86,16.5,76.9
2015.0,241.0,1.0,3.2960000000000003,0.0,84.0,47.0,35.0,1.0,84.0,4.824,84.0,2.1,1862.167274,927414.0,5.6,5.4,0.47,6.3,63.5
2014.0,252.0,1.0,0.38,24.73299655,78.0,0.0,34.4,1.0,78.0,1.57,78.0,2.1,174.91511,912164.0,5.6,5.4,0.467,6.3,63.0
2013.0,256.0,1.0,0.53,229.4410095,82.0,28.0,33.8,2.0,82.0,9.14,82.0,2.1,1622.637974,896688.0,5.6,5.4,0.464,6.3,62.7
2012.0,263.0,1.0,0.52,217.2125786,81.0,709.0,33.2,2.0,81.0,8.95,81.0,1.9,1536.15685,881185.0,5.6,5.5,0.46,6.3,62.2
2011.0,268.0,1.0,0.39,20.35974738,87.0,49.0,32.7,2.0,87.0,8.71,87.0,2.7,143.986898,865937.0,5.6,5.5,0.451,5.9,61.8
2010.0,273.0,1.0,0.44,187.4960097,88.0,7.0,32.2,2.0,88.0,8.84,88.0,3.1,1325.99724,851146.0,5.6,5.6,0.441,5.5,61.3
2009.0,279.0,1.0,0.49,177.2671607,89.0,48.0,31.7,2.0,89.0,8.37,89.0,3.2,1253.657431,83684.0,5.7,5.6,0.436,5.3,69.0
2008.0,289.0,1.0,0.49,171.7686449,88.0,143.0,31.3,2.0,89.0,8.5,89.0,3.3,1214.77118,822934.0,5.7,5.6,0.427,5.0,62.0
2007.0,296.0,1.0,0.45,20.86878709,25.0,24.0,3.9,2.0,88.0,7.72,88.0,3.5,147.586896,8942.0,5.8,5.7,0.416,4.5,59.8
2006.0,39.0,2.0,1.02,121.4812077,83.6,49.0,3.6,2.0,72.0,7.5,72.0,3.7,965.6693779,79628.0,5.8,5.7,0.405,4.3,59.1
2005.0,318.0,2.0,1.23,12.70325933,60.0,298.0,3.2,2.0,71.0,7.21,71.0,3.9,94.7297489,783254.0,5.9,5.8,0.396,4.0,58.6
2004.0,326.0,2.0,1.18,106.0354659,79.4,71.0,29.8,2.0,64.0,6.76,64.0,4.0,864.184726,77752.0,6.0,5.9,0.388,3.7,58.1
2003.0,325.0,2.0,1.02,94.13302875,75.6,37.0,29.4,2.0,68.0,6.22,68.0,4.2,819.974118,758615.0,6.1,5.9,0.378,3.5,58.0
2002.0,322.0,2.0,1.03,13.46662004,75.6,50.0,29.0,2.0,62.0,5.45,62.0,4.3,792.15412,746221.0,6.2,6.0,0.372,3.3,57.9
2001.0,323.0,2.0,0.95,92.4978948,68.8,79.0,28.6,2.0,49.0,5.37,53.0,4.3,781.2322196,732711.0,6.3,6.1,0.363,2.9,57.7
2000.0,325.0,2.0,1.34,91.95075901,79.2,183.0,28.2,2.0,46.0,5.75,46.0,4.1,768.176767,717584.0,6.4,6.1,0.361,2.9,57.4
2013.0,58.0,0.0,0.01,11.41955507,96.0,0.0,58.4,0.0,96.0,5.58,96.0,0.1,722.75665,1456607.4,2.7,2.6,0.721,12.7,74.56
2015.0,152.0,6.0,6.938000000000001,0.0,81.0,0.0,58.9,7.0,87.0,5.124,85.0,0.3,6468.471648,1528394.0,3.3,3.2,0.718,13.2,73.9
2014.0,154.0,6.0,5.92,1088.244952,89.0,0.0,57.9,7.0,9.0,4.38,91.0,0.3,6268.692122,145844.0,3.3,3.2,0.712,13.2,73.6
2013.0,157.0,6.0,5.93,97.52211538,8.0,0.0,56.8,7.0,82.0,4.12,83.0,0.3,627.55544,1281296.0,3.3,3.2,0.709,13.2,73.4
2012.0,174.0,6.0,5.93,857.1307037,74.0,0.0,55.8,7.0,85.0,4.26,85.0,0.4,5968.876767,115495.0,3.3,3.2,0.706,13.1,72.1
2011.0,16.0,6.0,5.91,843.7876995,8.0,2.0,54.7,7.0,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,73.1
2010.0,166.0,6.0,6.02,664.5585242,83.0,0.0,53.6,8.0,85.0,4.6,88.0,0.9,5451.6696,9897985.0,3.3,3.3,0.697,12.9,72.7
2009.0,157.0,6.0,6.05,587.8828228,8.0,0.0,52.6,8.0,85.0,4.41,82.0,1.2,4952.67753,9767758.0,3.4,3.3,0.695,12.9,73.6
2008.0,161.0,6.0,6.12,49.09241952,81.0,0.0,51.5,8.0,86.0,4.2,82.0,1.4,511.37937,963652.0,3.4,3.3,0.692,12.8,73.3
2007.0,164.0,6.0,6.05,74.8217488,81.0,0.0,5.4,8.0,86.0,4.34,85.0,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7,72.9
2006.0,178.0,7.0,6.2,352.9551269,84.0,0.0,49.3,8.0,88.0,4.34,89.0,1.8,3836.468771,9371338.0,3.5,3.4,0.677,12.6,72.3
2005.0,28.0,7.0,5.71,289.7418649,87.0,0.0,48.2,8.0,86.0,4.26,87.0,2.0,3681.5993,9237566.0,3.5,3.4,0.668,12.6,69.7
2004.0,214.0,7.0,5.16,182.6162515,82.0,0.0,47.2,8.0,66.0,4.28,79.0,2.1,2421.9662,912998.0,3.6,3.5,0.666,12.5,69.3
2003.0,22.0,7.0,6.32,293.0196601,79.0,0.0,46.1,8.0,65.0,5.53,79.0,2.3,2372.628827,896776.0,3.6,3.5,0.665,12.4,73.0
2002.0,189.0,7.0,6.43,4.67359227,63.0,0.0,45.1,8.0,74.0,5.79,82.0,2.4,38.46578,8832285.0,3.7,3.6,0.66,12.3,71.4
2001.0,188.0,7.0,6.13,340.0239945,66.0,113.0,44.1,9.0,71.0,5.59,72.0,2.5,2862.154836,8697126.0,3.8,3.6,0.656,12.3,71.2
2000.0,176.0,7.0,6.58,44.79247812,68.0,253.0,43.1,9.0,71.0,5.9,78.0,2.5,282.4242,8562622.0,3.8,3.7,0.651,12.2,72.0
2015.0,118.0,6.0,4.802,0.0,78.0,0.0,54.2,7.0,84.0,7.470000000000001,78.0,0.1,625.62224,16144368.0,1.2,1.1,0.739,14.0,76.2
2014.0,121.0,6.0,3.82,79.11626341,83.0,0.0,53.5,7.0,84.0,9.16,83.0,0.1,6432.216537,1593112.0,1.2,1.1,0.737,14.0,76.0
2013.0,121.0,6.0,3.77,59.12850204,87.0,0.0,52.8,8.0,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4,76.0
2012.0,127.0,7.0,3.92,41.88087712,88.0,72.0,52.1,8.0,85.0,6.48,87.0,0.1,572.14313,15419666.0,1.3,1.2,0.717,13.3,75.5
2011.0,131.0,7.0,3.99,344.7412164,88.0,257.0,51.4,8.0,85.0,5.92,88.0,0.1,5223.351763,15177355.0,1.3,1.2,0.71,13.2,75.3
2010.0,134.0,7.0,3.95,367.9285652,9.0,0.0,5.7,8.0,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,75.0
2009.0,137.0,7.0,3.87,282.1440066,91.0,0.0,5.0,8.0,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.702,13.1,75.1
2008.0,139.0,7.0,3.76,197.9303077,93.0,1.0,49.3,9.0,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0,74.6
2007.0,14.0,7.0,3.63,19.60467787,94.0,0.0,48.6,9.0,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9,74.7
2006.0,144.0,8.0,3.52,19.13983284,96.0,0.0,47.9,9.0,92.0,5.86,96.0,0.3,335.786541,1396748.0,1.4,1.3,0.693,12.8,74.4
2005.0,151.0,8.0,3.54,18.09317114,92.0,0.0,47.2,9.0,89.0,5.87,92.0,0.3,321.942547,13735233.0,1.4,1.3,0.688,12.8,74.2
2004.0,148.0,8.0,3.65,16.37920405,88.0,0.0,46.5,9.0,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7,74.4
2003.0,151.0,8.0,3.69,18.26183281,82.0,0.0,45.8,10.0,97.0,6.46,87.0,0.3,244.46898,1328961.0,1.5,1.4,0.679,12.6,74.4
2002.0,157.0,8.0,3.88,187.3843511,75.0,0.0,45.1,10.0,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5,73.6
2001.0,158.0,9.0,4.13,14.5887403,69.0,2.0,44.3,10.0,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,73.4
2000.0,163.0,9.0,3.99,84.17527008,36.0,0.0,43.6,11.0,83.0,3.38,87.0,0.3,1451.29776,12628596.0,1.6,1.5,0.668,12.4,72.8
2015.0,159.0,51.0,2.794,0.0,93.0,5432.0,61.1,60.0,93.0,6.088,93.0,0.1,1482.5169558,63206806.6,2.8,2.8,0.688,13.1,79.0
2014.0,161.0,53.0,0.21,0.0,94.0,1314.0,6.2,62.0,94.0,5.64,94.0,0.1,2153.4043259,6507552.0,2.8,2.8,0.686,13.1,78.0
2013.0,159.0,54.0,0.21,0.0,97.0,405.0,59.4,63.0,97.0,5.46,97.0,0.1,2127.7339222,17738984.2,2.9,2.8,0.681,12.8,79.0
2012.0,165.0,54.0,0.23,0.0,93.0,245.0,58.6,64.0,93.0,5.29,93.0,0.1,1940.9658571999996,3786510.8,2.9,2.8,0.673,12.4,72.0
2011.0,168.0,55.0,0.22,0.0,96.0,26.0,57.8,64.0,96.0,5.4,96.0,0.1,636.8901229999999,43824356.4,2.9,2.9,0.671,12.4,74.0
2010.0,173.0,54.0,0.22,0.0,97.0,16.0,57.0,64.0,97.0,4.8,97.0,0.1,758.5792020000001,41090607.8,3.0,2.9,0.665,12.2,70.0
2009.0,174.0,54.0,0.21,0.0,97.0,608.0,56.2,64.0,97.0,5.1,97.0,0.1,379.285842,10269949.8,3.0,3.0,0.659,12.0,69.9
2008.0,172.0,54.0,0.24,0.0,97.0,668.0,55.5,65.0,97.0,4.82,97.0,0.1,394.8502784,11495580.6,3.1,3.0,0.651,11.9,69.8
2007.0,171.0,55.0,0.21,0.0,98.0,1684.0,54.8,65.0,98.0,4.95,98.0,0.1,1325.19135478,6576042.2,3.1,3.1,0.644,11.7,69.7
2006.0,175.0,55.0,0.18,0.0,98.0,953.0,54.2,66.0,98.0,5.24,98.0,0.1,308.88419158,6388780.6,3.2,3.1,0.636,11.5,69.5
2005.0,174.0,56.0,0.16,0.0,98.0,77.0,53.5,68.0,98.0,5.6,98.0,0.1,535.70762098,7159987.8,3.2,3.2,0.629,11.4,69.4
2004.0,176.0,57.0,0.16,0.0,97.0,80.0,52.9,70.0,97.0,5.21,97.0,0.1,535.70762098,7159987.8,3.3,3.2,0.623,11.2,69.0
2003.0,178.0,59.0,0.15,0.0,98.0,164.0,52.3,72.0,98.0,5.41,98.0,0.1,2981.628921,1673034.0,3.3,3.3,0.621,11.3,68.6
2002.0,177.0,61.0,0.15,0.0,97.0,653.0,51.8,75.0,97.0,5.97,97.0,0.1,394.85027840000004,6785388.2,3.4,3.4,0.617,11.2,68.7
2001.0,177.0,63.0,0.14,0.0,99.0,2150.0,51.2,78.0,99.0,5.75,99.0,0.1,794.2240565999999,9637351.0,3.5,3.4,0.612,11.1,68.6
2000.0,171.0,65.0,0.14,0.0,98.0,2633.0,5.7,82.0,98.0,5.55,98.0,0.1,650.72720092,24592136.2,3.6,3.5,0.606,11.0,68.8
2015.0,178.0,2.0,8.596,0.0,91.0,0.0,56.1,2.0,92.0,7.7379999999999995,91.0,0.2,4127.11775,6312478.0,1.6,1.5,0.678,13.2,73.5
2014.0,181.0,2.0,2.52,665.7260253,93.0,0.0,55.4,2.0,93.0,6.77,94.0,0.2,3988.771871,6281189.0,1.6,1.6,0.676,13.2,73.3
2013.0,184.0,2.0,2.42,653.6925016,92.0,0.0,54.7,2.0,92.0,6.95,92.0,0.2,3895.664491,625777.0,1.6,1.6,0.675,13.2,73.0
2012.0,181.0,2.0,2.48,591.7757569,92.0,0.0,54.1,2.0,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2,73.0
2011.0,197.0,2.0,2.37,549.2783081,89.0,0.0,53.4,2.0,9.0,6.81,89.0,0.3,3736.58713,619256.0,1.7,1.6,0.666,13.0,72.0
2010.0,191.0,2.0,2.36,469.3904193,89.0,0.0,52.8,2.0,89.0,6.91,89.0,0.3,3474.392445,6164626.0,1.7,1.6,0.662,12.9,72.0
2009.0,23.0,2.0,2.55,416.4338399,91.0,0.0,52.1,2.0,91.0,6.83,91.0,0.3,3366.482133,6137276.0,1.7,1.6,0.662,12.8,71.4
2008.0,194.0,2.0,2.68,53.95949877,98.0,0.0,51.4,3.0,98.0,6.21,98.0,0.3,357.347674,61131.0,1.8,1.7,0.659,13.4,71.7
2007.0,23.0,2.0,2.83,52.30172215,99.0,0.0,5.8,3.0,99.0,6.32,99.0,0.3,334.83817,683475.0,1.8,1.7,0.657,12.9,71.2
2006.0,211.0,3.0,2.77,57.74562629,96.0,0.0,5.1,3.0,96.0,6.68,96.0,0.2,362.951768,656478.0,1.8,1.7,0.651,12.9,75.0
2005.0,213.0,3.0,2.77,440.6027042,89.0,0.0,49.4,3.0,89.0,7.19,89.0,0.2,2835.281237,628961.0,1.9,1.8,0.644,12.7,71.0
2004.0,215.0,3.0,2.9,398.6058322,9.0,0.0,48.6,3.0,9.0,7.3,9.0,0.3,2632.79942,6775.0,1.9,1.8,0.636,12.4,70.0
2003.0,29.0,3.0,3.1,400.1342971,94.0,0.0,47.8,4.0,93.0,7.61,94.0,0.3,2519.737387,5971535.0,2.0,1.9,0.628,12.0,69.9
2002.0,24.0,3.0,2.97,29.68529375,81.0,0.0,47.0,4.0,81.0,7.9,81.0,0.4,248.4125,59433.0,2.0,1.9,0.621,11.8,73.0
2001.0,219.0,4.0,2.88,332.1056586,75.0,2.0,46.2,4.0,94.0,8.2,92.0,0.4,2338.772244,595962.0,2.1,2.0,0.615,11.6,68.9
2000.0,218.0,4.0,2.79,353.6690328,99.0,0.0,45.3,5.0,98.0,8.17,99.0,0.4,2238.4116,5867626.0,2.1,2.0,0.607,11.3,69.0
2015.0,32.0,3.0,5.138,0.0,16.0,1250.0,24.5,4.0,17.0,8.162,16.0,4.2,1347.31257,1175389.0,8.4,8.3,0.582,9.2,58.2
2014.0,32.0,3.0,0.01,13.40477417,2.0,13.0,24.0,4.0,24.0,3.8,2.0,4.4,192.59733,1129424.0,8.5,8.4,0.582,9.2,57.9
2013.0,327.0,3.0,10.72,156.3907685,55.8,321.0,23.5,4.0,3.0,3.73,3.0,5.7,2246.9938,183746.0,8.6,8.6,0.586,9.2,57.4
2012.0,337.0,3.0,11.89,1500.412635,89.8,1190.0,23.0,4.0,3.0,4.0,24.0,8.2,21557.6528,138593.0,8.7,8.7,0.583,9.2,56.7
2011.0,344.0,3.0,10.99,1493.051277,92.6,0.0,22.6,4.0,39.0,3.29,41.0,7.7,21451.88617,99429.0,8.9,8.8,0.58,9.2,56.2
2010.0,339.0,3.0,9.93,1192.696619,97.6,0.0,22.1,4.0,59.0,3.84,44.0,7.2,17136.44568,95114.0,9.0,9.0,0.589,9.2,56.1
2009.0,34.0,3.0,7.97,115.0692415,85.4,78.0,21.7,4.0,57.0,5.32,43.0,7.3,1653.2937,99111.0,9.2,9.2,0.59,9.1,55.7
2008.0,338.0,3.0,8.34,1705.678619,97.6,436.0,21.3,4.0,55.0,2.31,42.0,6.3,22742.38159,868418.0,9.3,9.3,0.592,9.1,55.4
2007.0,339.0,3.0,6.86,1024.519543,93.2,5.0,2.9,4.0,54.0,2.25,41.0,5.9,15761.83913,829327.0,9.5,9.5,0.587,9.0,55.0
2006.0,337.0,3.0,7.28,827.5979335,92.6,0.0,2.5,4.0,52.0,2.13,4.0,5.3,12732.2759,792217.0,9.7,9.6,0.569,9.0,54.8
2005.0,337.0,3.0,7.19,12.0661671,60.0,0.0,2.2,4.0,5.0,1.63,39.0,4.9,185.63334,757317.0,9.8,9.8,0.563,8.7,54.4
2004.0,336.0,3.0,6.28,44.54768305,75.6,38.0,19.8,4.0,48.0,2.4,38.0,4.4,685.34897,724817.0,1.0,1.0,0.553,8.5,54.1
2003.0,334.0,3.0,7.13,309.7834587,81.6,18.0,19.5,4.0,46.0,2.23,37.0,3.6,3577.176197,694611.0,1.2,1.1,0.554,8.4,53.8
2002.0,334.0,3.0,6.01,234.7874207,75.6,24.0,19.1,4.0,44.0,2.5,36.0,2.9,2711.17114,66647.0,1.4,1.3,0.542,8.2,53.5
2001.0,334.0,3.0,5.07,197.7839552,60.2,1339.0,18.7,4.0,43.0,1.78,35.0,2.3,2283.87939,639762.0,1.6,1.4,0.527,8.0,53.1
2000.0,336.0,3.0,4.46,14.95451321,77.2,0.0,18.3,4.0,41.0,2.73,34.0,1.9,172.68491,614323.0,1.7,1.6,0.0,0.0,52.7
2015.0,255.0,5.0,3.974,0.0,95.0,198.0,18.6,7.0,95.0,4.076,95.0,0.4,1380.7048893200001,1081171.0,8.4,8.2,0.418,5.0,64.7
2014.0,261.0,5.0,0.01,0.0,94.0,127.0,18.0,8.0,94.0,3.34,94.0,0.4,305.26425696,3894333.8,8.5,8.3,0.416,5.0,64.4
2013.0,266.0,6.0,0.01,0.0,94.0,45.0,17.5,8.0,94.0,3.1,94.0,0.5,646.5237559999999,575925.6,8.6,8.4,0.414,5.0,64.0
2012.0,274.0,6.0,0.01,0.0,94.0,194.0,17.0,8.0,94.0,2.98,94.0,0.6,1465.75544766,2328742.4,8.7,8.6,0.41,5.0,63.6
2011.0,286.0,6.0,0.62,20.97991915,96.0,48.0,16.5,8.0,96.0,3.6,96.0,0.7,582.775532,447469.0,8.8,8.7,0.405,5.0,62.9
2010.0,298.0,6.0,0.61,17.35739784,9.0,51.0,16.0,9.0,9.0,3.24,9.0,0.9,482.14994,43984.0,8.9,8.8,0.404,5.1,62.1
2009.0,311.0,6.0,0.63,1.575160196,92.0,82.0,15.5,9.0,92.0,3.3,92.0,1.0,43.7544499,431334.0,9.0,8.9,0.402,5.2,61.4
2008.0,322.0,6.0,0.49,11.76572311,94.0,0.0,15.1,9.0,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2,67.0
2007.0,329.0,6.0,1.23,11.42385961,91.0,55.0,14.7,9.0,91.0,3.29,91.0,1.3,317.3294336,4153332.0,9.2,9.2,0.405,5.3,62.0
2006.0,336.0,7.0,0.97,10.60269773,94.0,128.0,14.3,9.0,94.0,3.3,94.0,1.4,297.828588,466648.0,9.3,9.3,0.405,5.3,59.7
2005.0,34.0,7.0,1.07,5.064688968,96.0,19.0,13.9,9.0,96.0,2.97,96.0,1.6,276.75896,39697.0,9.4,9.5,0.0,5.4,59.4
2004.0,342.0,7.0,0.64,10.26097341,84.0,24.0,13.6,10.0,98.0,3.14,98.0,1.8,287.4222243,3858623.0,9.6,9.6,0.0,5.0,59.1
2003.0,343.0,7.0,0.56,6.913998013,91.0,376.0,13.3,10.0,95.0,3.5,93.0,1.9,232.7945459,3738265.0,9.7,9.7,0.0,4.7,58.8
2002.0,343.0,7.0,0.83,0.703132179,86.0,460.0,13.1,10.0,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,9.9,0.0,4.4,58.5
2001.0,345.0,7.0,0.61,5.593619538,86.0,204.0,12.8,10.0,89.0,3.95,86.0,2.0,215.139213,3497124.0,1.0,1.0,0.0,4.3,58.1
2000.0,593.0,7.0,0.83,0.735940361,81.8,789.0,12.6,10.0,82.0,4.43,81.0,1.9,28.1969487,339281.0,1.2,1.1,0.0,3.9,45.3
2015.0,119.0,0.0,6.824,0.0,91.0,4.0,59.9,0.0,93.0,7.8,93.0,0.1,1774.9291,131547.0,1.9,1.9,0.863,16.5,77.6
2014.0,122.0,0.0,0.01,2700.07305,93.0,0.0,59.4,0.0,93.0,6.38,93.0,0.1,19941.45532,1314545.0,1.9,1.9,0.86,16.5,77.3
2013.0,127.0,0.0,0.01,261.2914808,93.0,2.0,59.0,0.0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,1.9,0.856,16.5,76.9
2012.0,135.0,0.0,0.01,2263.103797,94.0,4.0,58.5,0.0,94.0,6.36,94.0,0.1,17421.8922,1322696.0,1.9,1.9,0.85,16.5,76.3
2011.0,138.0,0.0,0.01,2146.945741,94.0,7.0,58.0,0.0,93.0,5.83,93.0,0.1,17454.84342,1327439.0,1.9,2.0,0.838,16.4,76.1
2010.0,137.0,0.0,14.97,1802.017593,94.0,0.0,57.6,0.0,94.0,6.25,94.0,0.1,14638.6482,1331475.0,1.9,2.0,0.833,16.2,75.6
2009.0,156.0,0.0,15.04,1717.088711,95.0,0.0,57.1,0.0,95.0,6.93,95.0,0.1,14726.31828,1334515.0,2.0,2.0,0.836,16.1,74.9
2008.0,167.0,0.0,16.99,225.0723618,94.0,0.0,56.7,0.0,95.0,6.6,95.0,0.1,1894.5485,13379.0,2.0,2.1,0.835,16.1,74.2
2007.0,189.0,0.0,17.87,1904.12469,95.0,1.0,56.3,0.0,95.0,5.16,95.0,0.1,16586.452,13468.0,2.0,2.1,0.829,16.1,73.0
2006.0,188.0,0.0,16.58,244.3510801,95.0,27.0,55.9,0.0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.822,16.1,73.0
2005.0,189.0,0.0,15.52,153.5045263,95.0,2.0,55.5,0.0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9,72.8
2004.0,195.0,0.0,15.07,101.1201161,9.0,0.0,55.2,0.0,95.0,5.13,94.0,0.1,885.465115,136255.0,2.2,2.3,0.805,15.7,72.3
2003.0,199.0,0.0,11.64,132.7233922,65.8,0.0,54.9,0.0,95.0,4.92,94.0,0.1,7174.237415,13772.0,2.2,2.3,0.798,15.6,71.9
2002.0,211.0,0.0,11.48,7.806042825,92.6,0.0,54.6,0.0,94.0,4.84,94.0,0.1,538.347781,137935.0,2.3,2.4,0.791,15.4,71.2
2001.0,225.0,0.0,0.01,88.62945822,96.4,0.0,54.3,0.0,94.0,4.85,94.0,0.1,4498.95727,1388115.0,2.4,2.5,0.781,15.0,78.0
2000.0,218.0,0.0,0.01,5.34809451,96.6,9.0,54.0,0.0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,2.5,0.764,14.4,78.0
2015.0,225.0,136.0,2.284,0.0,77.0,17745.0,17.6,194.0,75.0,4.6659999999999995,77.0,0.6,645.4637627,9987333.0,1.4,1.2,0.441,8.4,64.8
2014.0,234.0,140.0,0.01,89.95805845,77.0,12739.0,17.2,202.0,75.0,4.88,77.0,0.6,571.1622759,97366774.0,1.5,1.3,0.435,8.4,64.2
2013.0,237.0,145.0,1.86,8.313282039,72.0,5253.0,16.8,211.0,7.0,5.19,72.0,0.9,52.1535887,94887724.0,1.6,1.4,0.427,8.4,63.7
2012.0,241.0,150.0,1.84,86.82551124,69.0,4347.0,16.4,221.0,7.0,5.77,69.0,1.2,468.567249,92444183.0,1.7,1.5,0.422,8.4,63.3
2011.0,249.0,156.0,1.32,67.77565369,65.0,3255.0,16.0,231.0,7.0,6.55,65.0,1.4,354.8463544,946756.0,1.9,1.6,0.411,8.2,62.6
2010.0,261.0,162.0,1.34,67.73374413,62.0,4235.0,15.6,243.0,69.0,6.86,61.0,1.7,341.39992,877267.0,11.0,1.7,0.401,8.1,61.8
2009.0,274.0,169.0,1.17,53.77354001,56.0,1176.0,15.3,256.0,65.0,4.41,58.0,2.0,379.7566385,85416253.0,11.1,1.8,0.393,8.1,68.0
2008.0,289.0,177.0,1.13,38.55783268,52.0,3511.0,14.9,270.0,63.0,4.28,54.0,2.4,325.3825543,83184892.0,11.2,1.9,0.378,7.6,59.8
2007.0,39.0,186.0,1.06,30.46451811,47.0,1446.0,14.5,286.0,61.0,4.69,5.0,2.8,243.326822,8149.0,11.3,11.0,0.362,7.1,58.5
2006.0,328.0,196.0,1.22,22.18952246,75.2,1451.0,14.2,304.0,59.0,4.47,46.0,3.3,193.794956,7885689.0,11.4,11.1,0.346,6.6,57.2
2005.0,343.0,206.0,0.99,18.03753133,68.0,357.0,13.8,323.0,56.0,4.2,44.0,3.7,161.6266248,7672783.0,11.5,11.2,0.325,5.8,56.0
2004.0,354.0,217.0,0.86,1.506962482,55.6,73.0,13.5,342.0,54.0,4.23,4.0,4.1,135.7623858,7462445.0,11.5,11.3,0.31,5.4,55.0
2003.0,363.0,228.0,0.79,10.97201912,67.0,228.0,13.2,360.0,55.0,4.64,37.0,4.4,118.8734466,72545144.0,11.6,11.5,0.306,5.2,54.0
2002.0,369.0,237.0,0.8,10.82452594,75.0,3332.0,12.9,377.0,55.0,4.73,35.0,4.6,111.3634356,7497192.0,11.7,11.6,0.298,4.9,53.2
2001.0,372.0,246.0,0.85,1.186227577,51.8,2366.0,12.6,392.0,55.0,4.26,32.0,4.9,12.1789279,68492257.0,11.8,11.7,0.283,4.3,52.5
2000.0,391.0,253.0,0.88,11.59481766,75.2,1660.0,12.3,404.0,55.0,4.36,3.0,5.0,123.876257,66537331.0,11.9,11.8,0.0,3.9,51.2
2015.0,188.0,0.0,2.992,0.0,99.0,0.0,62.7,0.0,99.0,7.4879999999999995,99.0,0.1,4921.89629,892149.0,4.0,3.7,0.734,15.3,69.9
2014.0,19.0,0.0,0.01,50.539484,99.0,0.0,61.9,0.0,99.0,4.49,99.0,0.1,546.3728,88586.0,4.0,3.7,0.727,15.2,69.7
2013.0,192.0,0.0,0.01,460.6487805,99.0,0.0,61.1,0.0,99.0,4.26,99.0,0.1,4763.68956,879715.0,4.0,3.7,0.719,15.0,69.6
2012.0,195.0,0.0,0.01,431.4854874,99.0,0.0,6.2,0.0,99.0,4.16,99.0,0.1,4546.73854,873596.0,4.0,3.7,0.714,14.9,69.4
2011.0,197.0,0.0,0.01,401.7931045,99.0,0.0,59.5,0.0,99.0,4.6,99.0,0.1,4353.121392,86786.0,4.0,3.7,0.709,14.7,69.2
2010.0,2.0,0.0,2.25,62.08343533,99.0,0.0,58.7,0.0,99.0,4.23,99.0,0.1,3651.966784,85995.0,4.0,3.7,0.706,14.6,69.1
2009.0,23.0,0.0,2.31,60.65068446,99.0,1.0,58.0,0.0,99.0,4.26,99.0,0.1,3369.48247,851967.0,4.0,3.7,0.704,14.5,68.9
2008.0,26.0,0.0,1.95,81.04656111,99.0,0.0,57.3,0.0,99.0,3.68,99.0,0.1,4177.657789,84334.0,4.0,3.7,0.7,14.3,68.7
2007.0,29.0,0.0,2.09,5.889526221,99.0,0.0,56.6,0.0,99.0,3.74,99.0,0.1,478.82327,834812.0,4.1,3.8,0.698,14.2,68.6
2006.0,211.0,0.0,2.06,52.1241634,99.0,136.0,55.9,0.0,98.0,3.84,98.0,0.1,3749.939813,827411.0,4.1,3.8,0.695,14.0,68.5
2005.0,214.0,0.0,2.02,64.39203443,99.0,0.0,55.1,0.0,97.0,3.61,96.0,0.1,3658.63832,821817.0,4.1,3.8,0.699,13.9,68.3
2004.0,218.0,0.0,1.63,43.99452464,99.0,37.0,54.2,0.0,96.0,3.61,95.0,0.1,3332.918533,818354.0,4.2,3.9,0.691,13.4,68.1
